doi,modality,split,label
10.1371/journal.pone.0023756,text,internal,control
10.1016/j.cell.2009.02.021,text,internal,control
10.1038/s41388-023-02747-x,text,internal,control
10.1038/s41388-022-02574-6,text,internal,control
10.1016/s0092-8674(03)00468-9,text,internal,control
10.1080/02841860500340340,text,internal,control
10.1016/j.molcel.2023.10.023,text,internal,control
10.1111/his.12468,text,internal,control
10.1146/annurev-chembioeng-060817-084055,text,internal,control
10.1038/oncsis.2017.25,text,internal,control
10.1021/jf9031684,text,internal,control
10.1038/onc.2017.326,text,internal,control
10.1002/ijc.33242,text,internal,control
10.1186/1748-717x-7-181,text,internal,control
10.1038/s41388-024-03166-2,text,internal,control
10.1016/j.ccr.2010.05.018,text,internal,control
10.1038/sj.emboj.7601215,text,internal,control
10.3390/ijms222010911,text,internal,control
10.1002/ijc.24263,text,internal,control
10.1016/j.ccr.2011.02.007,text,internal,control
10.1158/0008-5472.can-05-2645,text,internal,control
10.1038/srep00785,text,internal,control
10.1517/14728222.2016.1113260,text,internal,control
10.1021/bm1005195,text,internal,control
10.1002/cam4.572,text,internal,control
10.3802/jgo.2013.24.4.376,text,internal,control
10.1038/onc.2013.515,text,internal,control
10.1038/onc.2011.94,text,internal,control
10.1016/j.ccell.2022.08.022,text,internal,control
10.3390/ijms18010062,text,internal,control
10.1080/00039899909602258,text,internal,control
10.1002/ijc.21870,text,internal,control
10.1183/09031936.00167407,text,internal,control
10.1186/1748-717x-8-43,text,internal,control
10.1136/gut.2010.226522,text,internal,control
10.1158/1078-0432.ccr-11-2353,text,internal,control
10.1016/j.ccell.2023.12.002,text,internal,control
10.1186/s12929-020-00632-3,text,internal,control
10.1364/oe.19.019523,text,internal,control
10.1158/1055-9965.epi-04-0396,text,internal,control
10.1038/s41591-024-03064-w,text,internal,control
10.1016/j.ccell.2024.11.010,text,internal,control
10.3390/cancers12010199,text,internal,control
10.3390/ijms21030758,text,internal,control
10.1371/journal.pone.0148076,text,internal,control
10.1038/s41591-023-02324-5,text,internal,control
10.1038/s41388-020-01512-8,text,internal,control
10.1093/rpd/ncq059,text,internal,control
10.1159/000098557,text,internal,control
10.1016/j.ccell.2018.01.010,text,internal,control
10.3390/ijms19040941,text,internal,control
10.1038/s41388-021-01680-1,text,internal,control
10.1016/j.molcel.2019.02.021,text,internal,control
10.1073/pnas.1522602113,text,internal,control
10.1038/s41598-018-33927-5,text,internal,control
10.1016/j.ccr.2007.04.009,text,internal,control
10.1080/028418601750444204,text,internal,control
10.1038/s41388-020-1202-y,text,internal,control
10.1002/ijc.20898,text,internal,control
10.15252/embj.2021110466,text,internal,control
10.1038/s41598-017-04732-3,text,internal,control
10.1007/s10120-019-01034-7,text,internal,control
10.1021/pr100576x,text,internal,control
10.1158/1078-0432.ccr-05-1231,text,internal,control
10.1038/s41388-022-02235-8,text,internal,control
10.1080/14034940210134040,text,internal,control
10.1371/journal.pone.0189007,text,internal,control
10.3390/ijms20071647,text,internal,control
10.1021/jm060184d,text,internal,control
10.1093/emboj/cdf389,text,internal,control
10.1038/oncsis.2014.12,text,internal,control
10.1016/j.jss.2012.08.018,text,internal,control
10.1001/jamaoncol.2016.0447,text,internal,control
10.1016/j.ccell.2021.03.003,text,internal,control
10.1038/bcj.2015.59,text,internal,control
10.1016/j.ccell.2022.01.011,text,internal,control
10.1002/cncr.24327,text,internal,control
10.1016/s1535-6108(04)00055-8,text,internal,control
10.1016/j.ccell.2017.07.010,text,internal,control
10.1016/s0090-4295(00)00609-9,text,internal,control
10.1371/journal.pone.0125343,text,internal,control
10.1097/cmr.0000000000000887,text,internal,control
10.1002/jcb.22716,text,internal,control
10.3390/ijerph16152746,text,internal,control
10.1158/0008-5472.can-19-1402,text,internal,control
10.1172/jci42275,text,internal,control
10.1016/j.cell.2011.03.026,text,internal,control
10.1016/j.ctro.2021.01.013,text,internal,control
10.1016/j.ccell.2021.07.023,text,internal,control
10.1016/j.eururo.2009.09.038,text,internal,control
10.1200/jco.20.02713,text,internal,control
10.2340/00015555-2629,text,internal,control
10.7150/thno.8074,text,internal,control
10.1016/j.biomaterials.2009.04.056,text,internal,control
10.1002/tox.22769,text,internal,control
10.1111/j.1525-1438.2007.01051.x,text,internal,control
10.1016/j.canlet.2009.01.033,text,internal,control
10.4103/2225-4110.106535,text,internal,control
10.1016/j.ccr.2014.03.007,text,internal,control
10.1002/pon.1158,text,internal,control
10.1016/j.ccell.2024.11.011,text,internal,control
10.1186/s12957-016-1080-5,text,internal,control
10.1093/ajcn/79.6.935,text,internal,control
10.1016/j.cell.2012.02.028,text,internal,control
10.1016/j.ccell.2022.06.005,text,internal,control
10.1002/pon.3943,text,internal,control
10.1111/j.1349-7006.2009.01418.x,text,internal,control
10.1089/thy.1999.9.1227,text,internal,control
10.1038/onc.2016.522,text,internal,control
10.1038/s41388-023-02901-5,text,internal,control
10.1016/j.colsurfb.2024.113802,text,internal,control
10.1002/tox.20737,text,internal,control
10.1039/c0fo00174k,text,internal,control
10.1186/s12957-014-0429-x,text,internal,control
10.4161/auto.28772,text,internal,control
10.1016/j.cell.2018.04.008,text,internal,control
10.1016/j.cell.2015.04.042,text,internal,control
10.1038/s41388-018-0553-0,text,internal,control
10.1038/s41388-018-0295-z,text,internal,control
10.1371/journal.pone.0026539,text,internal,control
10.1371/journal.pone.0144322,text,internal,control
10.1016/j.ccr.2014.01.026,text,internal,control
10.1055/a-1058-8854,text,internal,control
10.1371/journal.pone.0126547,text,internal,control
10.1016/j.ccell.2020.09.013,text,internal,control
10.1593/neo.04193,text,internal,control
10.1159/000070141,text,internal,control
10.3109/21681805.2014.982168,text,internal,control
10.3390/jcm12031134,text,internal,control
10.1016/j.cell.2011.12.033,text,internal,control
10.1038/s41388-024-03054-9,text,internal,control
10.1016/j.bbrc.2006.03.175,text,internal,control
10.1016/j.ccr.2007.07.012,text,internal,control
10.1016/j.ccell.2023.12.012,text,internal,control
10.1016/j.ccell.2017.01.012,text,internal,control
10.1002/pros.20725,text,internal,control
10.15252/embj.2021108125,text,internal,control
10.1016/j.ccell.2023.04.002,text,internal,control
10.1016/j.ccr.2008.07.002,text,internal,control
10.1016/j.molcel.2010.11.029,text,internal,control
10.1016/j.ejrad.2023.111119,text,internal,control
10.1002/ijc.20328,text,internal,control
10.1111/j.1365-2605.2007.00819.x,text,internal,control
10.1016/j.ccell.2018.01.015,text,internal,control
10.1016/j.asjsur.2016.10.005,text,internal,control
10.1016/j.ccell.2024.07.006,text,internal,control
10.1002/cncr.29356,text,internal,control
10.1016/j.ccell.2014.11.019,text,internal,control
10.1158/0008-5472.can-09-4524,text,internal,control
10.1148/radiol.220152,text,internal,control
10.1002/path.5341,text,internal,control
10.1073/pnas.1816946116,text,internal,control
10.1016/j.oraloncology.2014.10.002,text,internal,control
10.1038/onc.2017.87,text,internal,control
10.1371/journal.pone.0039777,text,internal,control
10.1007/s00268-002-6279-7,text,internal,control
10.4254/wjh.v7.i10.1412,text,internal,control
10.1016/j.cell.2018.09.051,text,internal,control
10.1186/1476-4598-5-43,text,internal,control
10.1002/mnfr.201200549,text,internal,control
10.1038/emboj.2011.154,text,internal,control
10.1210/en.2015-1566,text,internal,control
10.7603/s40681-016-0015-3,text,internal,control
10.1371/journal.pone.0042766,text,internal,control
10.1155/2015/690690,text,internal,control
10.1016/j.breast.2021.06.012,text,internal,control
10.3892/ijo.2013.1791,text,internal,control
10.1371/journal.pone.0001096,text,internal,control
10.1002/ijc.32487,text,internal,control
10.1002/ijc.26249,text,internal,control
10.1002/ijc.28086,text,internal,control
10.1021/jf900828k,text,internal,control
10.1016/j.cell.2010.03.016,text,internal,control
10.1016/j.molonc.2011.11.010,text,internal,control
10.1002/hep.30162,text,internal,control
10.1016/j.ccell.2023.05.004,text,internal,control
10.1038/s41388-020-1280-x,text,internal,control
10.1038/srep19740,text,internal,control
10.1158/1535-7163.mct-12-0002,text,internal,control
10.1530/rep-07-0460,text,internal,control
10.1074/jbc.m803508200,text,internal,control
10.1371/journal.pone.0064739,text,internal,control
10.1038/cddis.2013.149,text,internal,control
10.1002/jso.20546,text,internal,control
10.1158/1535-7163.mct-23-0008,text,internal,control
10.1016/j.ccr.2007.10.017,text,internal,control
10.1111/j.1468-3083.2008.02590.x,text,internal,control
10.1016/j.jtcvs.2005.06.012,text,internal,control
10.3390/cancers13164057,text,internal,control
10.3389/fonc.2019.01084,text,internal,control
10.3390/cancers11060786,text,internal,control
10.1038/srep21170,text,internal,control
10.1002/path.4315,text,internal,control
10.1158/0008-5472.can-16-0500,text,internal,control
10.1039/c4nr07005d,text,internal,control
10.1155/2010/953537,text,internal,control
10.1016/j.tranon.2018.05.012,text,internal,control
10.1038/s41388-020-01570-y,text,internal,control
10.1038/srep23979,text,internal,control
10.1111/bph.14816,text,internal,control
10.1016/j.pain.2005.03.032,text,internal,control
10.1002/lsm.20214,text,internal,control
10.1007/s00432-009-0558-8,text,internal,control
10.1021/jf9035782,text,internal,control
10.1021/am5026243,text,internal,control
10.1016/j.redox.2021.102124,text,internal,control
10.1100/tsw.2004.197,text,internal,control
10.15252/embj.2018101110,text,internal,control
10.1016/j.ccr.2005.04.024,text,internal,control
10.1055/s-2006-933561,text,internal,control
10.1073/pnas.1220425110,text,internal,control
10.1517/13543780902806392,text,internal,control
10.1038/onc.2014.388,text,internal,control
10.3390/jcm7120502,text,internal,control
10.1038/onc.2015.187,text,internal,control
10.1002/ijc.27784,text,internal,control
10.1186/s12929-022-00860-9,text,internal,control
10.2217/nnm.15.183,text,internal,control
10.1186/1748-717x-7-165,text,internal,control
10.1371/journal.pone.0087207,text,internal,control
10.1016/j.ccr.2012.03.003,text,internal,control
10.1038/s41388-018-0204-5,text,internal,control
10.1038/onc.2011.154,text,internal,control
10.1016/j.cell.2019.04.004,text,internal,control
10.1007/s00701-017-3311-0,text,internal,control
10.1158/1078-0432.ccr-10-2107,text,internal,control
10.1002/jcp.25092,text,internal,control
10.1002/(sici)1097-0142(19990315)85:6<1342::aid-cncr17>3.0.co;2-b,text,internal,control
10.3748/wjg.v12.i2.222,text,internal,control
10.1186/1423-0127-18-63,text,internal,control
10.1007/s00384-011-1192-x,text,internal,control
10.1097/pas.0b013e31823dafd3,text,internal,control
10.1016/j.molcel.2020.04.017,text,internal,control
10.1002/cncr.32882,text,internal,control
10.1088/0031-9155/53/21/009,text,internal,control
10.1038/s41388-020-01626-z,text,internal,control
10.1002/ijc.23957,text,internal,control
10.1186/s12929-017-0343-y,text,internal,control
10.1016/j.ccr.2011.05.025,text,internal,control
10.1097/cad.0b013e3282f18826,text,internal,control
10.1515/hsz-2016-0189,text,internal,control
10.1111/j.1442-2050.2010.01116.x,text,internal,control
10.1016/s0194-5998(02)23291-x,text,internal,control
10.1038/cddis.2017.459,text,internal,control
10.1021/jf301499e,text,internal,control
10.3390/cancers14194665,text,internal,control
10.1038/s41591-023-02640-w,text,internal,control
10.1016/j.jfda.2019.07.001,text,internal,control
10.1016/j.ccell.2017.12.014,text,internal,control
10.1002/cam4.602,text,internal,control
10.1111/1346-8138.15683,text,internal,control
10.1021/tx100318m,text,internal,control
10.1371/journal.pone.0178581,text,internal,control
10.1111/bph.12626,text,internal,control
10.1021/jf2009556,text,internal,control
10.1245/s10434-007-9749-1,text,internal,control
10.1038/onc.2011.528,text,internal,control
10.1016/j.jfma.2016.01.004,text,internal,control
10.1164/rccm.201204-0636oc,text,internal,control
10.1016/j.ccell.2020.01.009,text,internal,control
10.1016/j.canlet.2009.04.037,text,internal,control
10.15252/embj.201490147,text,internal,control
10.1016/j.molonc.2012.09.002,text,internal,control
10.3892/or.2011.1264,text,internal,control
10.1016/j.molcel.2023.03.023,text,internal,control
10.1016/s0165-4608(03)00219-x,text,internal,control
10.1148/radiol.11110814,text,internal,control
10.1016/j.kjms.2015.12.006,text,internal,control
10.1016/j.ccell.2024.05.004,text,internal,control
10.1074/jbc.m402305200,text,internal,control
10.1001/jamaoncol.2020.5957,text,internal,control
10.1016/j.fct.2009.04.044,text,internal,control
10.1021/mp060132k,text,internal,control
10.1186/bcr3242,text,internal,control
10.1136/gutjnl-2015-310256,text,internal,control
10.1093/schbul/sbr162,text,internal,control
10.1186/s12885-021-09007-9,text,internal,control
10.1038/s41388-019-0702-0,text,internal,control
10.1038/s41598-021-95545-y,text,internal,control
10.1109/jbhi.2013.2279097,text,internal,control
10.1016/j.ccr.2005.07.003,text,internal,control
10.1038/onc.2017.100,text,internal,control
10.1016/j.ccell.2015.10.010,text,internal,control
10.1158/0008-5472.can-21-1473,text,internal,control
10.1002/cncr.33180,text,internal,control
10.1002/cncr.25252,text,internal,control
10.1038/s41388-021-02003-0,text,internal,control
10.1142/s0192415x03001065,text,internal,control
10.1038/s41388-019-1035-8,text,internal,control
10.1046/j.1365-2559.2003.01687.x,text,internal,control
10.1002/gcc.20804,text,internal,control
10.1186/s13148-014-0036-2,text,internal,control
10.1046/j.1469-0705.2002.00736.x,text,internal,control
10.1097/md.0000000000017537,text,internal,control
10.1038/s41591-022-01754-x,text,internal,control
10.1186/1472-6882-12-142,text,internal,control
10.1016/j.cell.2015.12.050,text,internal,control
10.1002/ijc.24958,text,internal,control
10.1158/1541-7786.mcr-12-0527,text,internal,control
10.1111/j.1600-0714.2009.00836.x,text,internal,control
10.1088/0957-4484/20/42/425104,text,internal,control
10.3390/diagnostics12051031,text,internal,control
10.1093/ejcts/ezv316,text,internal,control
10.1002/pros.21181,text,internal,control
10.1021/np200866z,text,internal,control
10.1038/sj.emboj.7600769,text,internal,control
10.1186/s12951-019-0519-6,text,internal,control
10.1136/jcp.2006.040378,text,internal,control
10.1002/ptr.4841,text,internal,control
10.1002/pmic.200401133,text,internal,control
10.1109/tmi.2018.2860257,text,internal,control
10.1016/j.ccr.2014.06.022,text,internal,control
10.1021/pr700745n,text,internal,control
10.1002/psp4.13003,text,internal,control
10.1053/j.jepm.2022.01.001,text,internal,control
10.1158/1078-0432.ccr-12-3776,text,internal,control
10.1002/jbm.b.34508,text,internal,control
10.1038/s41388-024-03060-x,text,internal,control
10.1016/j.ejca.2005.12.016,text,internal,control
10.1158/0008-5472.can-16-1883,text,internal,control
10.1021/jf202433f,text,internal,control
10.1002/cncr.23278,text,internal,control
10.3390/cancers12030697,text,internal,control
10.1002/jcu.20523,text,internal,control
10.3892/or.16.5.981,text,internal,control
10.1080/0284186x.2019.1659512,text,internal,control
10.1016/j.juro.2006.07.127,text,internal,control
10.15252/embj.2022112408,text,internal,control
10.1038/bjc.2011.112,text,internal,control
10.1097/mot.0000000000001126,text,internal,control
10.1136/jitc-2022-004832,text,internal,control
10.1136/bmjopen-2020-048183,text,internal,control
10.1038/srep20701,text,internal,control
10.1023/a:1006498721508,text,internal,control
10.1093/nar/gkx683,text,internal,control
10.1016/j.cell.2020.11.018,text,internal,control
10.1186/s12929-020-0627-5,text,internal,control
10.1016/j.ccr.2011.10.026,text,internal,control
10.1097/mph.0b013e3181edf543,text,internal,control
10.1016/j.ccr.2011.02.014,text,internal,control
10.7150/thno.53417,text,internal,control
10.1136/bmjopen-2020-041706,text,internal,control
10.1159/000226542,text,internal,control
10.1039/b816636f,text,internal,control
10.1371/journal.pone.0083627,text,internal,control
10.1002/jcsm.13282,text,internal,control
10.1038/sj.onc.1204733,text,internal,control
10.2340/jphs.v59.40518,text,internal,control
10.7150/thno.62521,text,internal,control
10.1002/(sici)1098-2744(199909)26:1<53::aid-mc7>3.0.co;2-z,text,internal,control
10.1148/radiology.213.2.r99nv13407,text,internal,control
10.1186/1752-0509-2-56,text,internal,control
10.1001/jamanetworkopen.2023.54577,text,internal,control
10.1002/advs.201700339,text,internal,control
10.1093/carcin/21.2.331,text,internal,control
10.1188/11.onf.e445-e454,text,internal,control
10.1097/ncc.0000000000000116,text,internal,control
10.1038/s41388-022-02395-7,text,internal,control
10.1016/j.ccell.2018.04.001,text,internal,control
10.1038/sj.bjc.6605901,text,internal,control
10.1007/s00262-004-0515-y,text,internal,control
10.1186/s12935-014-0118-4,text,internal,control
10.3389/fonc.2019.00060,text,internal,control
10.1007/s12307-011-0088-1,text,internal,control
10.1038/s41388-018-0332-y,text,internal,control
10.3389/fneur.2020.00634,text,internal,control
10.1186/1746-1596-1-4,text,internal,control
10.1038/s41388-018-0602-8,text,internal,control
10.1016/j.ccell.2021.08.005,text,internal,control
10.1073/pnas.1516991112,text,internal,control
10.1016/s1535-6108(04)00118-7,text,internal,control
10.1088/0957-4484/21/7/075102,text,internal,control
10.1053/j.gastro.2023.12.022,text,internal,control
10.1016/j.molcel.2018.10.030,text,internal,control
10.3390/cells8030270,text,internal,control
10.1016/j.redox.2012.10.001,text,internal,control
10.15252/embj.201488815,text,internal,control
10.1002/hed.23400,text,internal,control
10.1186/1471-2407-9-241,text,internal,control
10.1164/rccm.200704-641oc,text,internal,control
10.3390/antiox9030228,text,internal,control
10.1016/j.ccr.2008.04.005,text,internal,control
10.1038/s41388-018-0253-9,text,internal,control
10.1097/01.ju.0000067626.37837.3e,text,internal,control
10.1002/ijc.22422,text,internal,control
10.1016/j.ccr.2012.07.015,text,internal,control
10.1186/s12929-018-0483-8,text,internal,control
10.1002/pros.10172,text,internal,control
10.1371/journal.pone.0066128,text,internal,control
10.21873/anticanres.13252,text,internal,control
10.1016/j.ccr.2008.07.011,text,internal,control
10.1002/(sici)1097-0142(19991015)86:8<1537::aid-cncr21>3.0.co;2-d,text,internal,control
10.3892/ijo_00000705,text,internal,control
10.3802/jgo.2017.28.e69,text,internal,control
10.1146/annurev-med-051718-013524,text,internal,control
10.1074/jbc.m610280200,text,internal,control
10.1038/s41467-021-22652-9,text,internal,control
10.1016/j.juro.2007.05.159,text,internal,control
10.1016/j.ccr.2012.11.007,text,internal,control
10.1016/j.taap.2005.11.010,text,internal,control
10.1097/mlg.0b013e318155a288,text,internal,control
10.21873/anticanres.12224,text,internal,control
10.1002/pon.1167,text,internal,control
10.1038/s41388-018-0476-9,text,internal,control
10.1007/s00268-017-4179-0,text,internal,control
10.2147/ijn.s272378,text,internal,control
10.1016/j.ccell.2017.02.004,text,internal,control
10.1097/md.0000000000004568,text,internal,control
10.1038/onc.2017.74,text,internal,control
10.1016/s0959-8049(99)00050-7,text,internal,control
10.1016/j.ccell.2023.04.014,text,internal,control
10.1016/j.ccr.2004.06.010,text,internal,control
10.1016/j.ccell.2014.10.014,text,internal,control
10.1038/onc.2014.366,text,internal,control
10.1074/jbc.m112.386235,text,internal,control
10.1016/j.ccr.2013.12.006,text,internal,control
10.1080/028418601750288163,text,internal,control
10.1016/j.ccell.2023.02.014,text,internal,control
10.1016/j.ccr.2005.12.013,text,internal,control
10.1002/jha2.166,text,internal,control
10.1038/s41586-023-06102-8,text,internal,control
10.3390/ijms160510748,text,internal,control
10.1016/s1535-6108(04)00079-0,text,internal,control
10.1007/s12272-010-0808-y,text,internal,control
10.1186/1471-2407-13-9,text,internal,control
10.1186/s12885-018-4568-2,text,internal,control
10.1007/s00268-003-7264-5,text,internal,control
10.1186/s12929-019-0610-1,text,internal,control
10.3748/wjg.v11.i21.3250,text,internal,control
10.1016/j.cell.2013.11.029,text,internal,control
10.1038/ncb1691,text,internal,control
10.1155/2022/9491454,text,internal,paper_mill
10.1002/jcb.26273,text,internal,paper_mill
10.1155/2022/1569656,text,internal,paper_mill
10.1007/s13105-019-00669-5,text,internal,paper_mill
10.26355/eurrev_201911_19561,text,internal,paper_mill
10.1042/bsr20140020,text,internal,paper_mill
10.1155/2021/9959634,text,internal,paper_mill
10.1002/jcp.27048,text,internal,paper_mill
10.1155/2022/9148843,text,internal,paper_mill
10.1155/2021/6628682,text,internal,paper_mill
10.3892/ol.2020.12186,text,internal,paper_mill
10.1002/jcb.29146,text,internal,paper_mill
10.1155/2022/6738959,text,internal,paper_mill
10.1002/cam4.1951,text,internal,paper_mill
10.1080/15384101.2020.1786622,text,internal,paper_mill
10.26355/eurrev_201902_16984,text,internal,paper_mill
10.1007/s00210-019-01778-0,text,internal,paper_mill
10.1155/2021/6076135,text,internal,paper_mill
10.1155/2021/6645515,text,internal,paper_mill
10.1155/2022/7671169,text,internal,paper_mill
10.1039/c8ra06041j,text,internal,paper_mill
10.1155/2022/8365565,text,internal,paper_mill
10.1016/j.yexmp.2022.104775,text,internal,paper_mill
10.1155/2022/3947434,text,internal,paper_mill
10.1155/2021/7779693,text,internal,paper_mill
10.1155/2022/3331119,text,internal,paper_mill
10.1080/24701556.2020.1711773,text,internal,paper_mill
10.1155/2022/1972516,text,internal,paper_mill
10.1155/2022/9266178,text,internal,paper_mill
10.1002/jcb.29450,text,internal,paper_mill
10.1155/2021/6929971,text,internal,paper_mill
10.3892/mmr.2019.10013,text,internal,paper_mill
10.1080/24701556.2020.1758940,text,internal,paper_mill
10.1177/1533033819870791,text,internal,paper_mill
10.5114/aoms.2019.81729,text,internal,paper_mill
10.1177/09603271241292169,text,internal,paper_mill
10.3892/mmr.2019.10424,text,internal,paper_mill
10.3892/etm.2017.4947,text,internal,paper_mill
10.1089/cbr.2019.3070,text,internal,paper_mill
10.1002/bab.1461,text,internal,paper_mill
10.1155/2021/5955343,text,internal,paper_mill
10.1155/2022/5890666,text,internal,paper_mill
10.26355/eurrev_201907_18307,text,internal,paper_mill
10.1155/2022/6865472,text,internal,paper_mill
10.1186/s13048-020-00723-7,text,internal,paper_mill
10.1155/2021/3267536,text,internal,paper_mill
10.1159/000499336,text,internal,paper_mill
10.2147/ott.s210567,text,internal,paper_mill
10.1186/s12943-016-0540-4,text,internal,paper_mill
10.26355/eurrev_201907_18304,text,internal,paper_mill
10.1155/2022/7119195,text,internal,paper_mill
10.2147/ott.s237802,text,internal,paper_mill
10.1155/2021/8583118,text,internal,paper_mill
10.1155/2022/4381297,text,internal,paper_mill
10.3892/or.2015.4333,text,internal,paper_mill
10.1155/2022/5821938,text,internal,paper_mill
10.1080/24701556.2020.1799399,text,internal,paper_mill
10.1155/2022/4418300,text,internal,paper_mill
10.1155/2022/8740408,text,internal,paper_mill
10.1155/2022/2813050,text,internal,paper_mill
10.26355/eurrev_201711_13813,text,internal,paper_mill
10.3892/mmr.2017.7129,text,internal,paper_mill
10.18632/oncotarget.17674,text,internal,paper_mill
10.1155/2022/4153211,text,internal,paper_mill
10.1186/s12890-021-01600-9,text,internal,paper_mill
10.1016/j.omtn.2019.09.034,text,internal,paper_mill
10.1155/2021/1141619,text,internal,paper_mill
10.26355/eurrev_201907_18306,text,internal,paper_mill
10.2147/cmar.s268222,text,internal,paper_mill
10.1155/2021/7423101,text,internal,paper_mill
10.2147/ott.s249133,text,internal,paper_mill
10.2147/ott.s201282,text,internal,paper_mill
10.1155/2022/8348272,text,internal,paper_mill
10.1155/2022/6833078,text,internal,paper_mill
10.1155/2019/5152072,text,internal,paper_mill
10.3892/mmr.2015.4511,text,internal,paper_mill
10.2147/ccid.s323414,text,internal,paper_mill
10.1155/2023/4814328,text,internal,paper_mill
10.1155/2020/8209504,text,internal,paper_mill
10.1155/2021/4520450,text,internal,paper_mill
10.1155/2022/6027058,text,internal,paper_mill
10.1080/24701556.2019.1696363,text,internal,paper_mill
10.1155/2020/8854245,text,internal,paper_mill
10.1155/2022/2279044,text,internal,paper_mill
10.1080/15384101.2020.1827189,text,internal,paper_mill
10.1177/09603271241279166,text,internal,paper_mill
10.3892/or.2016.5275,text,internal,paper_mill
10.1177/1533033819876913,text,internal,paper_mill
10.1177/2058739220934560,text,internal,paper_mill
10.1016/j.intimp.2017.03.030,text,internal,paper_mill
10.26355/eurrev_201908_18535,text,internal,paper_mill
10.2147/cmar.s287676,text,internal,paper_mill
10.1089/cbr.2018.2749,text,internal,paper_mill
10.2147/cmar.s228429,text,internal,paper_mill
10.3892/etm.2019.7380,text,internal,paper_mill
10.1155/2022/4824699,text,internal,paper_mill
10.1155/2022/9139338,text,internal,paper_mill
10.1002/jcb.26437,text,internal,paper_mill
10.1155/2022/4016081,text,internal,paper_mill
10.18632/oncotarget.22151,text,internal,paper_mill
10.1155/2022/5702014,text,internal,paper_mill
10.1002/jcb.26565,text,internal,paper_mill
10.3892/mmr.2018.9166,text,internal,paper_mill
10.1042/bsr20200199,text,internal,paper_mill
10.26355/eurrev_201905_17828,text,internal,paper_mill
10.1155/2022/8367395,text,internal,paper_mill
10.3892/etm.2016.3584,text,internal,paper_mill
10.2147/ott.s240734,text,internal,paper_mill
10.1155/2022/4321466,text,internal,paper_mill
10.1155/2019/9648269,text,internal,paper_mill
10.1155/2022/4558782,text,internal,paper_mill
10.3892/or.2017.6114,text,internal,paper_mill
10.3233/cbm-170388,text,internal,paper_mill
10.26355/eurrev_202002_20182,text,internal,paper_mill
10.1155/2021/6584693,text,internal,paper_mill
10.1155/2022/7803001,text,internal,paper_mill
10.1039/c9ra02482d,text,internal,paper_mill
10.1155/2022/6245647,text,internal,paper_mill
10.26355/eurrev_201905_17800,text,internal,paper_mill
10.3892/or.2018.6264,text,internal,paper_mill
10.2147/ott.s87976,text,internal,paper_mill
10.2147/cmar.s305547,text,internal,paper_mill
10.1155/2023/1742891,text,internal,paper_mill
10.2147/ott.s168807,text,internal,paper_mill
10.1242/bio.049478,text,internal,paper_mill
10.1002/jcb.27095,text,internal,paper_mill
10.1007/s13277-015-4150-3,text,internal,paper_mill
10.1016/j.lfs.2020.117425,text,internal,paper_mill
10.1002/jcb.26711,text,internal,paper_mill
10.3892/or.2018.6721,text,internal,paper_mill
10.1155/2023/8934210,text,internal,paper_mill
10.1155/2022/6320329,text,internal,paper_mill
10.1159/000493445,text,internal,paper_mill
10.1155/2022/1162218,text,internal,paper_mill
10.1155/2021/8860745,text,internal,paper_mill
10.3892/etm.2017.4685,text,internal,paper_mill
10.1155/2022/9644466,text,internal,paper_mill
10.1039/c9ra07215b,text,internal,paper_mill
10.1155/2020/9854964,text,internal,paper_mill
10.2147/ott.s253730,text,internal,paper_mill
10.3892/ol.2019.10679,text,internal,paper_mill
10.1002/ar.24274,text,internal,paper_mill
10.3892/mmr.2021.12024,text,internal,paper_mill
10.1155/2021/2033353,text,internal,paper_mill
10.1155/2022/7300303,text,internal,paper_mill
10.1155/2022/4022896,text,internal,paper_mill
10.1155/2022/7729524,text,internal,paper_mill
10.3892/ijo.2014.2596,text,internal,paper_mill
10.1155/2022/1011415,text,internal,paper_mill
10.3892/ol.2017.7432,text,internal,paper_mill
10.1155/2021/1163250,text,internal,paper_mill
10.2147/cmar.s199818,text,internal,paper_mill
10.3892/mmr.2015.3222,text,internal,paper_mill
10.1155/2022/1776082,text,internal,paper_mill
10.1155/2022/3299336,text,internal,paper_mill
10.1155/2022/7408136,text,internal,paper_mill
10.1155/2022/8223336,text,internal,paper_mill
10.1155/2022/5509346,text,internal,paper_mill
10.1155/2022/5949086,text,internal,paper_mill
10.3233/jifs-233845,text,internal,paper_mill
10.1002/jcb.27580,text,internal,paper_mill
10.26355/eurrev_201912_19787,text,internal,paper_mill
10.3233/jifs-234647,text,internal,paper_mill
10.1155/2021/1619809,text,internal,paper_mill
10.26355/eurrev_201711_13823,text,internal,paper_mill
10.1155/2022/7201485,text,internal,paper_mill
10.3892/mmr.2017.7167,text,internal,paper_mill
10.3233/cbm-170188,text,internal,paper_mill
10.1155/2022/6392206,text,internal,paper_mill
10.1155/2022/7948010,text,internal,paper_mill
10.3892/mmr.2017.7908,text,internal,paper_mill
10.1080/21691401.2021.2003035,text,internal,paper_mill
10.1186/s13046-016-0379-y,text,internal,paper_mill
10.3892/etm.2017.4998,text,internal,paper_mill
10.1080/21691401.2019.1634577,text,internal,paper_mill
10.1155/2022/4247670,text,internal,paper_mill
10.1002/ar.23975,text,internal,paper_mill
10.1155/2022/6918396,text,internal,paper_mill
10.3892/etm.2017.5356,text,internal,paper_mill
10.1155/2022/9559496,text,internal,paper_mill
