doi,pmid,pmcid,label,source,journal,country,pub_year
10.1016/j.cell.2011.06.003,,,control,openalex,Cell,,2011
10.1016/j.ccr.2007.07.012,17692800,,control,openalex,Cancer Cell,United States,2007
10.1016/j.ccell.2023.12.003,38157864,,control,openalex,Cancer Cell,Canada,2023
10.1016/j.cell.2013.12.010,24439385,,control,openalex,Cell,United States,2014
10.1093/emboj/cdg604,14633992,,control,openalex,The EMBO Journal,Spain,2003
10.1016/j.cell.2013.06.026,23830207,,control,openalex,Cell,United States,2013
10.15252/embj.2020104759,32236961,,control,openalex,The EMBO Journal,Germany,2020
10.1016/j.cell.2015.08.068,26406370,,control,openalex,Cell,United States,2015
10.1016/j.ccell.2020.05.017,32516583,,control,openalex,Cancer Cell,United States,2020
10.1016/s1535-6108(02)00023-5,12086883,,control,openalex,Cancer Cell,United States,2002
10.15252/embj.2020107333,33950524,,control,openalex,The EMBO Journal,Australia,2021
10.1016/j.ccr.2009.11.021,20129247,,control,openalex,Cancer Cell,United States,2010
10.1016/j.ccell.2024.08.011,39255773,,control,openalex,Cancer Cell,Switzerland,2024
10.1016/j.cell.2016.04.033,27180906,,control,openalex,Cell,United States,2016
10.1093/emboj/cdf389,12145210,,control,openalex,The EMBO Journal,Germany,2002
10.1016/j.molcel.2014.11.018,25479634,,control,openalex,Molecular Cell,United States,2014
10.1016/j.ccell.2016.06.014,,,control,openalex,Cancer Cell,,2016
10.1016/j.ccr.2012.03.003,22439924,,control,openalex,Cancer Cell,United States,2012
10.1016/j.cell.2012.10.025,,,control,openalex,Cell,,2012
10.1016/j.molcel.2020.09.027,33065020,,control,openalex,Molecular Cell,Australia,2020
10.1016/j.cell.2020.10.041,,,control,openalex,Cell,,2020
10.1016/j.ccr.2006.04.022,16730237,,control,openalex,Cancer Cell,United States,2006
10.1016/s0092-8674(03)00468-9,12837240,,control,openalex,Cell,United States,2003
10.1016/j.ccr.2004.09.017,,,control,openalex,Cancer Cell,United States,2004
10.1016/j.cell.2019.11.036,31883794,,control,openalex,Cell,United States,2019
10.1016/j.ccell.2024.04.008,38744245,,control,openalex,Cancer Cell,United States,2024
10.1016/j.ccell.2024.05.020,38861932,,control,openalex,Cancer Cell,United States,2024
10.1016/j.ccell.2018.03.012,29634943,,control,openalex,Cancer Cell,Netherlands,2018
10.1016/j.ccr.2014.07.023,25203324,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccr.2013.04.017,23680145,,control,openalex,Cancer Cell,United States,2013
10.1016/j.molcel.2020.05.031,32559422,,control,openalex,Molecular Cell,Netherlands,2020
10.1016/j.cell.2012.06.023,22817890,,control,openalex,Cell,United States,2012
10.1016/j.ccell.2020.06.005,32679108,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccr.2012.07.015,22975376,,control,openalex,Cancer Cell,United States,2012
10.1016/j.ccell.2020.06.008,32663466,,control,openalex,Cancer Cell,United Kingdom,2020
10.1016/j.ccell.2018.07.014,30174242,,control,openalex,Cancer Cell,United States,2018
10.1016/j.cell.2017.01.033,28187272,,control,openalex,Cell,United States,2017
10.1016/j.ccell.2016.02.007,26977881,,control,openalex,Cancer Cell,United States,2016
10.1016/j.ccr.2004.09.033,15607966,,control,openalex,Cancer Cell,France,2004
10.1016/j.ccell.2022.08.022,36179682,,control,openalex,Cancer Cell,United States,2022
10.1016/s1535-6108(02)00153-8,12398893,,control,openalex,Cancer Cell,Japan,2002
10.1016/j.ccell.2015.01.008,25670076,,control,openalex,Cancer Cell,United States,2015
10.1016/j.ccr.2013.01.023,23453624,,control,openalex,Cancer Cell,Germany,2013
10.1016/j.ccell.2017.01.011,28196590,,control,openalex,Cancer Cell,United States,2017
10.1016/j.cell.2024.01.016,38364782,,control,openalex,Cell,United States,2024
10.1016/j.ccell.2022.09.006,36179687,,control,openalex,Cancer Cell,United States,2022
10.1016/j.ccell.2023.07.011,37595586,,control,openalex,Cancer Cell,United States,2023
10.1016/s1535-6108(03)00241-1,14585354,,control,openalex,Cancer Cell,Canada,2003
10.1016/j.molcel.2021.04.023,33984284,,control,openalex,Molecular Cell,Australia,2021
10.1016/j.cell.2017.12.026,29336888,,control,openalex,Cell,United States,2018
10.1038/sj.emboj.7601215,16858412,,control,openalex,The EMBO Journal,Japan,2006
10.1016/j.ccell.2020.03.005,32243837,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccr.2005.01.017,15710325,,control,openalex,Cancer Cell,Australia,2005
10.1016/j.cell.2004.08.005,15315754,,control,openalex,Cell,Netherlands,2004
10.1016/j.cell.2024.07.037,39178833,,control,openalex,Cell,United States,2024
10.1016/j.ccr.2004.12.011,15652745,,control,openalex,Cancer Cell,United States,2005
10.1016/s1535-6108(03)00339-8,14749120,,control,openalex,Cancer Cell,Netherlands,2004
10.1016/j.cell.2016.03.031,27058661,,control,openalex,Cell,United States,2016
10.1016/j.ccell.2020.12.017,33434512,,control,openalex,Cancer Cell,Canada,2021
10.1016/j.ccell.2023.03.021,37084735,,control,openalex,Cancer Cell,United States,2023
10.1016/j.cell.2008.11.001,19041743,,control,openalex,Cell,Netherlands,2008
10.1016/s1535-6108(04)00022-4,14998493,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccr.2014.04.020,24823632,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccell.2018.11.012,30537510,,control,openalex,Cancer Cell,Spain,2018
10.1016/j.ccr.2004.06.010,15261139,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccr.2011.08.023,22014575,,control,openalex,Cancer Cell,United States,2011
10.1016/j.ccell.2020.08.017,32931737,,control,openalex,Cancer Cell,United States,2020
10.1038/emboj.2011.312,21873975,,control,openalex,The EMBO Journal,United States,2011
10.1016/j.ccell.2020.01.011,32109374,,control,openalex,Cancer Cell,United States,2020
10.1002/j.1460-2075.1993.tb05791.x,,,control,openalex,The EMBO Journal,,2018
10.1016/j.ccr.2012.08.013,23153532,,control,openalex,Cancer Cell,Spain,2012
10.1016/j.ccell.2018.12.003,30645970,,control,openalex,Cancer Cell,South Korea,2019
10.1016/j.ccr.2006.04.023,16766262,,control,openalex,Cancer Cell,United States,2006
10.1016/j.ccr.2011.05.006,21620777,,control,openalex,Cancer Cell,United States,2011
10.1016/j.molcel.2021.08.005,34469752,,control,openalex,Molecular Cell,Israel,2021
10.1016/j.ccr.2011.04.010,21575865,,control,openalex,Cancer Cell,United States,2011
10.1016/j.ccr.2012.11.014,23273920,,control,openalex,Cancer Cell,Germany,2012
10.1016/j.ccr.2012.08.001,22975375,,control,openalex,Cancer Cell,United States,2012
10.1016/j.ccell.2021.03.009,33891891,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccr.2007.10.017,17996651,,control,openalex,Cancer Cell,United States,2007
10.1016/j.ccell.2019.01.018,30827887,,control,openalex,Cancer Cell,United States,2019
10.1016/j.molcel.2019.05.003,31299208,,control,openalex,Molecular Cell,United States,2019
10.1016/j.cell.2016.03.042,,,control,openalex,Cell,,2016
10.1038/emboj.2011.307,21863020,,control,openalex,The EMBO Journal,Australia,2011
10.1016/j.ccell.2016.03.012,27070703,,control,openalex,Cancer Cell,United States,2016
10.15252/embj.2021109675,35403737,,control,openalex,The EMBO Journal,Netherlands,2022
10.1016/j.ccr.2010.05.005,,,control,openalex,Cancer Cell,,2010
10.1016/j.molcel.2008.10.007,18951080,,control,openalex,Molecular Cell,United States,2008
10.1016/j.ccr.2013.09.010,24139859,,control,openalex,Cancer Cell,France,2013
10.15252/embj.201798359,29669860,,control,openalex,The EMBO Journal,United Kingdom,2018
10.1016/j.ccell.2023.02.011,36917947,,control,openalex,Cancer Cell,Poland,2023
10.1016/j.ccr.2011.01.003,21251610,,control,openalex,Cancer Cell,Switzerland,2011
10.1016/s1535-6108(04)00055-8,15050917,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccell.2019.05.011,,,control,openalex,Cancer Cell,,2019
10.1016/j.ccr.2010.03.013,20385354,,control,openalex,Cancer Cell,United States,2010
10.1016/j.molcel.2021.04.004,33961771,,control,openalex,Molecular Cell,United States,2021
10.1016/j.ccr.2007.04.009,17560333,,control,openalex,Cancer Cell,Spain,2007
10.1016/j.ccell.2016.07.010,27505669,,control,openalex,Cancer Cell,United States,2016
10.15252/embj.2021109221,34918370,,control,openalex,The EMBO Journal,Belgium,2021
10.1016/j.ccell.2022.06.005,35750053,,control,openalex,Cancer Cell,Italy,2022
10.1016/j.ccell.2022.09.018,36270277,,control,openalex,Cancer Cell,United States,2022
10.1016/j.cell.2017.09.042,29056346,,control,openalex,Cell,United Kingdom,2017
10.1016/j.ccell.2019.02.009,30930117,,control,openalex,Cancer Cell,United Kingdom,2019
10.1016/j.ccell.2017.08.009,,,control,openalex,Cancer Cell,,2017
10.1016/j.molcel.2023.03.023,37084714,,control,openalex,Molecular Cell,United States,2023
10.1016/j.ccell.2019.12.012,31983610,,control,openalex,Cancer Cell,United Kingdom,2020
10.1016/j.ccell.2019.09.004,31668947,,control,openalex,Cancer Cell,United States,2019
10.1016/j.ccr.2011.02.014,21397863,,control,openalex,Cancer Cell,United States,2011
10.1016/j.cell.2016.11.037,28187288,,control,openalex,Cell,United States,2017
10.1016/j.ccell.2016.04.004,27165741,,control,openalex,Cancer Cell,Switzerland,2016
10.1016/j.cell.2012.04.026,22682249,,control,openalex,Cell,United States,2012
10.1016/j.ccell.2016.12.009,,,control,openalex,Cancer Cell,,2017
10.15252/embj.201488815,24855224,,control,openalex,The EMBO Journal,United States,2014
10.1038/s44318-024-00099-0,38773319,,control,openalex,The EMBO Journal,United States,2024
10.1038/sj.emboj.7600302,15241475,,control,openalex,The EMBO Journal,France,2004
10.1016/j.cell.2021.02.011,33675691,,control,openalex,Cell,United States,2021
10.1016/j.ccr.2005.07.003,16098466,,control,openalex,Cancer Cell,Germany,2005
10.1016/j.cell.2011.12.033,22341439,,control,openalex,Cell,United States,2012
10.1038/emboj.2013.99,23644382,,control,openalex,The EMBO Journal,Japan,2013
10.1016/j.ccell.2017.01.005,28196595,,control,openalex,Cancer Cell,United States,2017
10.1016/j.ccell.2020.05.011,32516585,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccr.2011.06.016,21840484,,control,openalex,Cancer Cell,United States,2011
10.1016/j.ccr.2011.10.019,22172721,,control,openalex,Cancer Cell,Germany,2011
10.1016/j.ccell.2021.02.008,33689700,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccr.2011.09.009,22094253,,control,openalex,Cancer Cell,United States,2011
10.1016/j.ccell.2020.06.012,32707077,,control,openalex,Cancer Cell,United States,2020
10.1016/s0092-8674(03)00430-6,12837246,,control,openalex,Cell,United States,2003
10.1016/j.ccell.2015.08.007,,,control,openalex,Cancer Cell,,2015
10.1016/j.ccell.2021.06.019,34265251,,control,openalex,Cancer Cell,United States,2021
10.1016/j.cell.2012.10.035,23178117,,control,openalex,Cell,Netherlands,2012
10.1016/j.cell.2023.03.010,37059067,,control,openalex,Cell,United States,2023
10.1016/j.ccell.2024.07.009,39137731,,control,openalex,Cancer Cell,United States,2024
10.1016/j.ccell.2020.10.012,33186519,,control,openalex,Cancer Cell,Switzerland,2020
10.1016/j.ccell.2018.04.001,29731394,,control,openalex,Cancer Cell,United States,2018
10.1016/j.cell.2013.01.010,23374336,,control,openalex,Cell,Germany,2013
10.1016/j.cell.2016.04.009,27133165,,control,openalex,Cell,United States,2016
10.1016/j.ccell.2018.05.001,29805077,,control,openalex,Cancer Cell,United States,2018
10.1016/j.ccell.2023.02.012,36917953,,control,openalex,Cancer Cell,Switzerland,2023
10.1016/j.cell.2013.09.017,24120139,,control,openalex,Cell,United Kingdom,2013
10.1016/j.cell.2010.03.016,20371343,,control,openalex,Cell,United States,2010
10.1016/j.ccell.2020.05.006,32410898,,control,openalex,Cancer Cell,United Kingdom,2020
10.1016/s1535-6108(02)00041-7,12086871,,control,openalex,Cancer Cell,United States,2002
10.1016/j.cell.2012.03.003,22464321,,control,openalex,Cell,United States,2012
10.1016/j.ccr.2013.06.017,23948300,,control,openalex,Cancer Cell,Australia,2013
10.1016/j.cell.2020.11.039,33357398,,control,openalex,Cell,United States,2020
10.1016/j.ccr.2014.01.026,24525229,,control,openalex,Cancer Cell,United Kingdom,2014
10.1016/j.ccr.2011.03.012,21575862,,control,openalex,Cancer Cell,United States,2011
10.1016/j.ccell.2020.07.003,32781040,,control,openalex,Cancer Cell,Germany,2020
10.1016/j.cell.2018.03.035,29625050,,control,openalex,Cell,United States,2018
10.1016/j.ccell.2017.06.006,28697341,,control,openalex,Cancer Cell,United States,2017
10.1016/j.ccell.2023.02.016,36917948,,control,openalex,Cancer Cell,Netherlands,2023
10.1016/j.ccell.2024.04.014,38788721,,control,openalex,Cancer Cell,Netherlands,2024
10.1016/j.ccell.2014.10.014,25517744,,control,openalex,Cancer Cell,Denmark,2014
10.1016/j.ccell.2023.04.007,37160101,,control,openalex,Cancer Cell,Switzerland,2023
10.1016/j.ccell.2014.10.001,25490445,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccr.2012.12.021,23375636,,control,openalex,Cancer Cell,United States,2013
10.1016/j.ccell.2017.07.009,28810139,,control,openalex,Cancer Cell,United Kingdom,2017
10.1016/j.cell.2008.07.036,,,control,openalex,Cell,,2008
10.1016/j.cell.2018.01.028,29425485,,control,openalex,Cell,Switzerland,2018
10.1016/j.ccell.2018.07.005,30107179,,control,openalex,Cancer Cell,United States,2018
10.1016/j.ccell.2018.10.010,,,control,openalex,Cancer Cell,,2018
10.1016/j.cell.2021.09.022,34644529,,control,openalex,Cell,Canada,2021
10.1016/j.cell.2015.06.041,26140588,,control,openalex,Cell,United States,2015
10.15252/embj.2020106777,33999432,,control,openalex,The EMBO Journal,Germany,2021
10.1016/j.ccell.2022.08.018,36099887,,control,openalex,Cancer Cell,United States,2022
10.1016/j.ccr.2008.04.005,18455127,,control,openalex,Cancer Cell,Germany,2008
10.1016/j.ccell.2021.02.011,33689702,,control,openalex,Cancer Cell,United Kingdom,2021
10.1016/s1535-6108(04)00118-7,15144945,,control,openalex,Cancer Cell,United States,2004
10.1016/s1535-6108(03)00304-0,14706341,,control,openalex,Cancer Cell,United States,2003
10.1016/j.molcel.2020.04.017,32559424,,control,openalex,Molecular Cell,Italy,2020
10.1016/j.ccr.2004.07.008,15324701,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccr.2012.11.007,23245996,,control,openalex,Cancer Cell,United States,2012
10.1016/s1535-6108(02)00158-7,12398888,,control,openalex,Cancer Cell,United Kingdom,2002
10.1016/s1535-6108(02)00097-1,12204533,,control,openalex,Cancer Cell,United States,2002
10.1016/j.ccell.2018.09.003,30300579,,control,openalex,Cancer Cell,United States,2018
10.1016/j.ccell.2020.03.007,32289271,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccell.2020.06.009,32663464,,control,openalex,Cancer Cell,Australia,2020
10.1016/j.cell.2018.07.014,30053422,,control,openalex,Cell,United States,2018
10.1016/j.molcel.2020.05.014,32516599,,control,openalex,Molecular Cell,Australia,2020
10.1016/j.cell.2015.01.004,25679762,,control,openalex,Cell,Italy,2015
10.1016/j.molcel.2023.12.010,38211588,,control,openalex,Molecular Cell,United States,2024
10.1016/j.cell.2017.01.014,28187283,,control,openalex,Cell,United States,2017
10.1016/j.cell.2015.08.016,26321679,,control,openalex,Cell,United States,2015
10.1016/j.ccell.2014.11.014,25584893,,control,openalex,Cancer Cell,United States,2015
10.1016/j.cell.2012.01.031,,,control,openalex,Cell,,2012
10.1016/j.cell.2023.03.005,37001496,,control,openalex,Cell,United Kingdom,2023
10.1016/j.molcel.2021.02.001,33626321,,control,openalex,Molecular Cell,United States,2021
10.1016/j.cell.2015.04.042,26000481,,control,openalex,Cell,Netherlands,2015
10.1016/j.cell.2024.04.003,38697107,,control,openalex,Cell,United States,2024
10.1016/j.molcel.2021.08.034,34555356,,control,openalex,Molecular Cell,United States,2021
10.1016/j.ccr.2009.05.016,19573812,,control,openalex,Cancer Cell,United States,2009
10.1016/j.cell.2018.07.027,30096312,,control,openalex,Cell,Japan,2018
10.1016/j.ccr.2011.01.017,,,control,openalex,Cancer Cell,,2011
10.1016/j.ccr.2008.06.001,18598940,,control,openalex,Cancer Cell,Italy,2008
10.1016/j.ccell.2020.02.010,32183944,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccr.2005.06.012,16023593,,control,openalex,Cancer Cell,Australia,2005
10.1016/j.ccell.2022.10.023,36400017,,control,openalex,Cancer Cell,United States,2022
10.1016/j.cell.2008.01.036,18295583,,control,openalex,Cell,United States,2008
10.1016/j.cell.2022.09.005,36179670,,control,openalex,Cell,Israel,2022
10.1016/j.molcel.2019.02.021,30849393,,control,openalex,Molecular Cell,United States,2019
10.1016/j.ccell.2016.08.005,27622334,,control,openalex,Cancer Cell,Belgium,2016
10.1016/j.ccell.2021.08.005,34478639,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccr.2005.12.013,16413471,,control,openalex,Cancer Cell,United States,2006
10.1016/j.ccr.2010.08.008,20832753,,control,openalex,Cancer Cell,United States,2010
10.1016/j.cell.2016.01.009,26898331,,control,openalex,Cell,United States,2016
10.1016/j.cell.2009.12.040,20141835,,control,openalex,Cell,United Kingdom,2010
10.15252/embj.2021109288,36052513,,control,openalex,The EMBO Journal,United States,2022
10.1016/j.ccell.2022.08.023,36113477,,control,openalex,Cancer Cell,Singapore,2022
10.1016/j.ccr.2011.10.026,22094250,,control,openalex,Cancer Cell,United States,2011
10.1016/j.ccr.2006.06.013,16843259,,control,openalex,Cancer Cell,United States,2006
10.1016/j.ccr.2008.05.011,18538730,,control,openalex,Cancer Cell,United States,2008
10.15252/embj.201899144,29523585,,control,openalex,The EMBO Journal,United States,2018
10.1016/j.ccell.2022.09.002,36179684,,control,openalex,Cancer Cell,United States,2022
10.1016/j.ccr.2006.09.015,17157789,,control,openalex,Cancer Cell,United States,2006
10.1016/j.ccell.2018.04.010,29805078,,control,openalex,Cancer Cell,Spain,2018
10.1016/j.ccr.2004.05.016,15193262,,control,openalex,Cancer Cell,Netherlands,2004
10.1038/sj.emboj.7600769,16107883,,control,openalex,The EMBO Journal,Belgium,2005
10.1016/j.ccell.2016.08.004,27622331,,control,openalex,Cancer Cell,Italy,2016
10.1016/s1535-6108(03)00058-8,12726863,,control,openalex,Cancer Cell,United States,2003
10.1016/j.ccr.2013.06.003,23850221,,control,openalex,Cancer Cell,Spain,2013
10.1016/j.ccr.2013.08.033,24029235,,control,openalex,Cancer Cell,United States,2013
10.1016/s1535-6108(04)00032-7,14998487,,control,openalex,Cancer Cell,United States,2004
10.1038/sj.emboj.7601198,16810323,,control,openalex,The EMBO Journal,United Kingdom,2006
10.1016/j.cell.2007.01.029,17320506,,control,openalex,Cell,United States,2007
10.1016/j.ccell.2022.04.007,35537411,,control,openalex,Cancer Cell,Italy,2022
10.1016/j.molcel.2008.06.007,18614042,,control,openalex,Molecular Cell,United States,2008
10.1016/j.molcel.2011.11.031,22284679,,control,openalex,Molecular Cell,United States,2012
10.1016/j.molcel.2005.12.007,16387653,,control,openalex,Molecular Cell,Canada,2006
10.1016/j.ccr.2014.06.022,25026207,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccell.2023.06.004,37433280,,control,openalex,Cancer Cell,United Kingdom,2023
10.1016/j.cell.2014.12.009,25525870,,control,openalex,Cell,United States,2014
10.1016/j.cell.2022.07.006,35931017,,control,openalex,Cell,United States,2022
10.1016/j.ccr.2010.04.017,,,control,openalex,Cancer Cell,,2010
10.1016/j.ccr.2011.10.007,,,control,openalex,Cancer Cell,United States,2011
10.15252/embj.201490306,25535248,,control,openalex,The EMBO Journal,United States,2014
10.1016/j.molcel.2022.11.014,36521491,,control,openalex,Molecular Cell,Netherlands,2022
10.1016/j.ccr.2011.01.002,21316600,,control,openalex,Cancer Cell,Canada,2011
10.1016/j.cell.2024.02.039,38552608,,control,openalex,Cell,United States,2024
10.1016/j.ccr.2009.02.007,19249675,,control,openalex,Cancer Cell,Belgium,2009
10.1016/j.ccr.2013.12.007,24434208,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccell.2024.10.015,39577422,,control,openalex,Cancer Cell,United Kingdom,2024
10.1016/s1535-6108(03)00026-6,12620406,,control,openalex,Cancer Cell,United States,2003
10.1016/j.cell.2017.03.036,,,control,openalex,Cell,,2017
10.1016/j.ccr.2007.11.014,18068629,,control,openalex,Cancer Cell,United Kingdom,2007
10.1016/j.molcel.2012.09.028,23123196,,control,openalex,Molecular Cell,United States,2012
10.1016/j.cell.2024.02.044,38552604,,control,openalex,Cell,United States,2024
10.1016/j.cell.2023.02.038,,,control,openalex,Cell,Italy,2023
10.1016/j.ccr.2005.01.027,15766662,,control,openalex,Cancer Cell,United States,2005
10.1016/j.ccr.2009.12.032,20129243,,control,openalex,Cancer Cell,United States,2010
10.1016/j.ccr.2009.11.024,20129248,,control,openalex,Cancer Cell,United States,2010
10.1016/j.cell.2019.11.013,31835038,,control,openalex,Cell,Germany,2019
10.1016/j.ccr.2009.12.041,20138012,,control,openalex,Cancer Cell,United States,2010
10.1016/j.ccell.2017.02.008,28292435,,control,openalex,Cancer Cell,United States,2017
10.1016/j.ccr.2009.07.007,19647215,,control,openalex,Cancer Cell,United States,2009
10.1016/j.ccell.2018.12.010,30686769,,control,openalex,Cancer Cell,Canada,2019
10.1016/j.ccell.2016.07.002,,,control,openalex,Cancer Cell,,2016
10.1038/sj.emboj.7600170,15014433,,control,openalex,The EMBO Journal,Japan,2004
10.1016/j.cell.2017.09.038,,,control,openalex,Cell,,2017
10.1016/j.ccell.2021.01.017,33561396,,control,openalex,Cancer Cell,United States,2021
10.1016/j.cell.2019.12.023,31978347,,control,openalex,Cell,United States,2020
10.1016/j.ccell.2021.05.009,34143979,,control,openalex,Cancer Cell,United States,2021
10.1016/j.molcel.2021.08.038,34547229,,control,openalex,Molecular Cell,United States,2021
10.1016/j.cell.2017.10.027,29100071,,control,openalex,Cell,United States,2017
10.1016/j.cell.2016.12.013,28187285,,control,openalex,Cell,United States,2017
10.1016/j.cell.2015.08.038,26359975,,control,openalex,Cell,United States,2015
10.1016/j.molcel.2022.03.011,35353986,,control,openalex,Molecular Cell,Switzerland,2022
10.1016/j.ccell.2017.10.008,29153843,,control,openalex,Cancer Cell,United States,2017
10.1016/j.ccell.2020.12.018,33434507,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccr.2004.08.030,15488761,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccr.2012.04.023,22698405,,control,openalex,Cancer Cell,Switzerland,2012
10.1016/j.ccell.2019.02.006,30889381,,control,openalex,Cancer Cell,United States,2019
10.1016/j.molcel.2017.02.030,28306509,,control,openalex,Molecular Cell,United States,2017
10.1016/j.ccr.2010.05.018,20541694,,control,openalex,Cancer Cell,United States,2010
10.1016/j.ccr.2011.05.025,21741599,,control,openalex,Cancer Cell,United States,2011
10.1016/j.cell.2012.01.039,22341455,,control,openalex,Cell,United States,2012
10.1016/j.ccr.2009.12.047,20227043,,control,openalex,Cancer Cell,United States,2010
10.1016/j.cell.2012.06.013,22770212,,control,openalex,Cell,United Kingdom,2012
10.1016/j.ccell.2019.08.013,,,control,openalex,Cancer Cell,,2019
10.1093/emboj/18.8.2149,10205169,,control,openalex,The EMBO Journal,Canada,1999
10.1016/j.ccr.2012.01.004,22340594,,control,openalex,Cancer Cell,United States,2012
10.1016/j.ccell.2023.06.010,37478850,,control,openalex,Cancer Cell,United States,2023
10.1016/j.molcel.2014.09.026,25458841,,control,openalex,Molecular Cell,United States,2014
10.1016/j.ccell.2024.07.003,39137725,,control,openalex,Cancer Cell,Australia,2024
10.1016/j.ccell.2021.05.015,34143978,,control,openalex,Cancer Cell,Belgium,2021
10.1016/j.ccell.2020.12.010,33450196,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccr.2009.03.004,19411068,,control,openalex,Cancer Cell,United States,2009
10.1016/j.ccell.2016.03.020,27070694,,control,openalex,Cancer Cell,Canada,2016
10.1016/j.ccell.2021.09.002,34597592,,control,openalex,Cancer Cell,United Kingdom,2021
10.15252/embj.201490736,25712212,,control,openalex,The EMBO Journal,United States,2015
10.1016/j.cell.2018.06.001,,,control,openalex,Cell,,2018
10.1016/j.ccell.2021.02.006,33667384,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccell.2023.11.008,38065100,,control,openalex,Cancer Cell,United States,2023
10.1016/j.ccell.2020.04.018,32454025,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccell.2016.05.015,27300433,,control,openalex,Cancer Cell,United States,2016
10.1016/j.cell.2005.09.030,16360031,,control,openalex,Cell,United States,2005
10.1016/j.molcel.2020.05.033,32559427,,control,openalex,Molecular Cell,United States,2020
10.1016/j.molcel.2022.02.007,35245456,,control,openalex,Molecular Cell,Germany,2022
10.1016/s1535-6108(02)00082-x,12150823,,control,openalex,Cancer Cell,United States,2002
10.1016/j.ccell.2020.03.008,32289270,,control,openalex,Cancer Cell,United States,2020
10.1016/j.cell.2017.04.030,28475887,,control,openalex,Cell,United States,2017
10.1016/j.ccr.2007.11.012,18068631,,control,openalex,Cancer Cell,United States,2007
10.1016/j.ccr.2008.11.005,19061830,,control,openalex,Cancer Cell,United States,2008
10.1016/j.cell.2011.12.021,22265397,,control,openalex,Cell,United Kingdom,2012
10.1016/s0092-8674(03)00234-4,12705869,,control,openalex,Cell,United States,2003
10.1016/j.ccr.2012.12.001,23328480,,control,openalex,Cancer Cell,United States,2013
10.1038/emboj.2011.154,21556051,,control,openalex,The EMBO Journal,United States,2011
10.1016/j.ccr.2012.06.031,22897846,,control,openalex,Cancer Cell,Italy,2012
10.1016/j.ccell.2022.05.010,35660136,,control,openalex,Cancer Cell,United States,2022
10.1016/j.ccell.2018.08.010,30205039,,control,openalex,Cancer Cell,United Kingdom,2018
10.1016/j.cell.2016.05.058,,,control,openalex,Cell,,2016
10.1016/j.ccell.2016.02.005,26977883,,control,openalex,Cancer Cell,United States,2016
10.1016/j.molcel.2013.05.017,23806336,,control,openalex,Molecular Cell,United States,2013
10.1016/j.molcel.2014.02.015,24606918,,control,openalex,Molecular Cell,United States,2014
10.1016/j.ccell.2017.06.009,28810142,,control,openalex,Cancer Cell,Spain,2017
10.1016/j.ccell.2017.10.001,29136507,,control,openalex,Cancer Cell,Singapore,2017
10.1016/j.ccell.2015.07.005,26267537,,control,openalex,Cancer Cell,United States,2015
10.1016/j.ccr.2010.07.010,20832750,,control,openalex,Cancer Cell,United States,2010
10.1038/emboj.2009.311,19920850,,control,openalex,The EMBO Journal,United States,2009
10.1016/s1535-6108(02)00034-x,12086875,,control,openalex,Cancer Cell,France,2002
10.1016/j.ccell.2015.02.006,25759021,,control,openalex,Cancer Cell,United States,2015
10.1016/s1535-6108(03)00279-4,14667499,,control,openalex,Cancer Cell,United Kingdom,2003
10.1016/s1535-6108(02)00080-6,12124170,,control,openalex,Cancer Cell,United States,2002
10.1016/s0092-8674(00)81683-9,10647931,,control,openalex,Cell,United States,2000
10.1016/j.ccr.2014.02.025,24651011,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccell.2021.04.011,33989512,,control,openalex,Cancer Cell,Italy,2021
10.1016/j.ccr.2012.05.014,22789540,,control,openalex,Cancer Cell,United States,2012
10.1016/j.ccell.2023.07.002,37625401,,control,openalex,Cancer Cell,United States,2023
10.1016/j.cell.2017.05.001,28525750,,control,openalex,Cell,United States,2017
10.1016/j.molcel.2023.05.027,37327771,,control,openalex,Molecular Cell,Spain,2023
10.1016/j.ccell.2014.11.019,25620030,,control,openalex,Cancer Cell,Canada,2015
10.1016/j.cell.2018.11.046,30633912,,control,openalex,Cell,Switzerland,2019
10.1016/j.cell.2010.11.013,21129771,,control,openalex,Cell,United States,2010
